customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00082,Male,1,Yes,Yes,27,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,One year,No,Electronic check,64.44,1736.49,No
CUST-00083,Female,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.67,3585.42,No
CUST-00084,Male,0,Yes,No,70,Yes,No,No,Yes,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,63.92,4466.72,No
CUST-00085,Male,1,No,Yes,13,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),61.97,850.78,No
CUST-00086,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,63.02,3219.53,Yes
CUST-00087,Male,0,Yes,No,42,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),85.09,3544.42,Yes
CUST-00088,Female,0,No,No,70,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,55.19,3830.09,No
CUST-00089,Female,0,No,No,18,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),100.0,1786.18,Yes
CUST-00090,Female,0,Yes,No,26,Yes,No,No,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),98.1,2547.15,No
CUST-00091,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,41.15,675.24,No
CUST-00092,Female,1,Yes,Yes,12,No,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,29.28,329.57,No
CUST-00093,Female,1,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.49, ,No
CUST-00094,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),35.13,1158.13,Yes
CUST-00095,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,82.85,958.34,No
CUST-00096,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,104.58,5182.8,No
CUST-00097,Female,0,Yes,No,0,No,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,18.51, ,No
CUST-00098,Female,1,Yes,No,27,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.63,1146.02,No
CUST-00099,Male,0,Yes,No,31,No,No phone service,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),46.83,1480.83,No
CUST-00100,Male,0,No,No,71,Yes,No,No,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),87.0,6234.3,No
CUST-00101,Female,0,No,No,54,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),82.54,4393.87,No
CUST-00102,Female,0,Yes,Yes,25,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),73.31,1820.72,Yes
CUST-00103,Female,0,No,No,13,Yes,No,DSL,No,Yes,No,Yes,No internet service,Yes,Two year,No,Credit card (automatic),109.29,1385.97,No
CUST-00104,Female,0,No,No,67,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),116.7,7822.87,Yes
CUST-00105,Female,0,No,Yes,62,Yes,No,DSL,No internet service,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),24.79,1519.21,No
CUST-00106,Female,0,No,No,13,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,105.16,1423.09,Yes
CUST-00107,Female,0,No,No,26,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,39.33,1048.84,No
CUST-00108,Female,0,No,Yes,40,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Electronic check,33.41,1314.56,Yes
CUST-00109,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,Yes,No,No,No,Month-to-month,No,Credit card (automatic),96.1,180.65,Yes
CUST-00110,Female,0,Yes,Yes,58,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),81.3,4645.92,Yes
CUST-00111,Male,0,No,No,22,Yes,Yes,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,23.98,529.62,No
CUST-00112,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,39.53,705.44,Yes
CUST-00113,Female,0,Yes,No,40,No,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,89.2,3525.99,No
CUST-00114,Male,0,No,No,7,Yes,No,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),19.07,68.5,No
CUST-00115,Female,1,No,No,31,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),46.5,1492.95,No
CUST-00116,Male,1,No,No,40,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),63.13,2536.24,No
CUST-00117,Female,0,No,No,44,Yes,No,No,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),109.26,4814.91,No
CUST-00118,Female,1,No,No,8,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,103.04,833.82,No
CUST-00119,Male,0,Yes,No,47,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,39.69,1807.36,No
CUST-00120,Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,48.61,1106.16,No
CUST-00121,Male,0,No,No,43,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,69.84,3090.44,No
CUST-00122,Female,0,Yes,No,57,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,61.62,3468.92,No
CUST-00123,Male,0,No,Yes,65,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.93,6142.2,Yes
CUST-00124,Male,0,No,Yes,17,Yes,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),113.12,1970.51,No
CUST-00125,Female,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,No,Credit card (automatic),80.16,2299.33,No
CUST-00126,Female,0,No,Yes,1,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),29.21,-28.31,No
CUST-00127,Male,0,No,No,67,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),62.16,4168.09,No
CUST-00128,Female,1,No,No,38,Yes,Yes,No,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Electronic check,72.72,2828.82,Yes
CUST-00129,Female,0,No,Yes,40,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,113.52,4538.04,Yes
CUST-00130,Female,0,No,Yes,70,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,52.51,3661.77,Yes
CUST-00131,Male,0,No,Yes,21,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),84.95,1782.84,Yes
CUST-00132,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),19.13,985.18,No
CUST-00133,Male,0,No,No,27,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.67,1666.95,Yes
CUST-00134,Male,0,Yes,No,15,Yes,No,No,No,No,No internet service,Yes,No,No,Two year,No,Mailed check,22.05,263.2,No
CUST-00135,Male,0,Yes,No,67,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.7,2809.65,No
CUST-00136,Male,0,No,No,61,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,Yes,Credit card (automatic),64.93,4030.35,No
CUST-00137,Male,0,Yes,No,35,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,76.13,2626.57,Yes
CUST-00138,Male,0,No,No,21,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,One year,Yes,Electronic check,105.67,2161.56,Yes
CUST-00139,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),36.48,350.55,No
CUST-00140,Female,0,No,No,41,Yes,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.86,2034.28,No
CUST-00141,Male,0,No,Yes,54,No,No,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.72,3937.32,No
CUST-00142,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,39.27,1329.23,No
CUST-00143,Female,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,108.75,6101.12,Yes
CUST-00144,Female,1,No,Yes,33,Yes,Yes,No,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.39,3515.74,No
CUST-00145,Male,1,Yes,No,69,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.69,7245.78,No
CUST-00146,Male,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),90.03,264.53,No
CUST-00147,Male,0,Yes,No,45,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),117.62,5289.31,No
CUST-00148,Male,0,No,No,10,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.62,961.18,Yes
CUST-00149,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,One year,Yes,Mailed check,67.6,4107.3,No
CUST-00150,Male,0,Yes,No,34,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),91.88,3201.59,Yes
CUST-00151,Male,0,Yes,Yes,68,Yes,Yes,No,No,Yes,No,No,No,No internet service,Two year,No,Electronic check,27.59,1889.7,No
CUST-00152,Male,1,No,No,56,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.81,6150.96,Yes
CUST-00153,Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),116.42,1115.63,Yes
CUST-00154,Male,1,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,103.7,1118.78,No
CUST-00155,Female,0,No,No,42,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,21.56,957.72,Yes
CUST-00156,Male,0,Yes,No,18,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,34.52,656.72,No
CUST-00157,Female,0,No,No,67,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,One year,Yes,Mailed check,28.55,1915.36,No
CUST-00158,Male,0,No,No,58,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,60.57,3480.88,No
CUST-00159,Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),21.81,94.05,Yes
CUST-00160,Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Credit card (automatic),112.33,764.09,No
CUST-00161,Male,0,No,No,21,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,76.5,1571.83,No
CUST-00162,Female,0,No,No,20,Yes,Yes,No,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,74.75,1433.15,No
CUST-00163,Female,1,Yes,No,28,Yes,No,No,No,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,62.6,1762.67,No
CUST-00164,Female,0,No,Yes,36,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,51.79,1932.37,No
CUST-00165,Male,1,Yes,No,28,Yes,No phone service,No,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),66.43,1796.31,No
CUST-00166,Female,0,Yes,No,36,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,69.75,2552.91,No
CUST-00167,Male,0,No,No,20,No,Yes,DSL,No,Yes,No internet service,No internet service,No,Yes,Two year,No,Electronic check,87.58,1696.03,No
CUST-00168,Male,0,Yes,No,11,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,34.53,404.07,No
CUST-00169,Female,0,Yes,No,47,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),75.52,3497.11,No
CUST-00170,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),75.91,3439.44,No
CUST-00171,Male,0,No,No,14,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,54.7,761.21,Yes
